"Flight Numbers","Origin Airport","Destination Airport","Mileage Program","Departure Time","Arrival Time","Duration (minutes)","Stops","Aircraft","Connections","Economy Miles","Economy Direct Miles","Economy Seats","Economy Direct Seats","Economy Carriers","Economy Direct Carriers","Economy Taxes","Economy Taxes Currency","Premium Economy Miles","Premium Economy Direct Miles","Premium Economy Seats","Premium Economy Direct Seats","Premium Economy Carriers","Premium Economy Direct Carriers","Premium Economy Taxes","Premium Economy Taxes Currency","Business Miles","Business Direct Miles","Business Seats","Business Direct Seats","Business Carriers","Business Direct Carriers","Business Taxes","Business Taxes Currency","First Miles","First Direct Miles","First Seats","First Direct Seats","First Carriers","First Direct Carriers","First Taxes","First Taxes Currency"
"AF9, AF1604","JFK","FCO","flyingblue","10/21 11:30PM","10/22 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","157.19","USD","0","","3","","","","250.10","USD","0","","2","","","","366.30","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/25 6:00PM","10/26 11:55AM","775","1","Boeing 787-10, Boeing 737-900","AMS","26000","","8","","","","167.90","USD","90000","","2","","","","260.10","USD","0","","6","","","","375.50","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","11/04 5:00PM","11/05 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","97000","","9","","","","169.00","USD","0","","9","","","","261.89","USD","0","","3","","","","378.10","USD","0","","","","","","",""
"AC8555, AC890","JFK","FCO","aeroplan","11/03 4:55PM","11/04 10:55AM","720","1","Embraer E175, Boeing 777-300ER","YYZ","50000","","6","","","","51.70","CAD","0","","","","","","","","0","","9","","","","51.70","CAD","0","","","","","","",""
"DL2293, DL298","JFK","FCO","delta","10/21 5:40PM","10/22 12:40PM","780","1","Boeing 737-900, Airbus A350-900","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","11/03 5:30PM","11/04 11:30AM","720","1","Boeing 777-300ER, Airbus A320","CDG","58000","","9","","","","156.19","USD","90500","","9","","","","248.40","USD","0","","9","","","","363.70","USD","0","","","","","","",""
"DL5804, DL112","JFK","FCO","delta","11/02 12:30PM","11/03 8:45AM","855","1","Embraer E175, Airbus A330-300","BOS","34700","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"DL1480, DL66","JFK","FCO","delta","10/11 3:40PM","10/12 10:50AM","790","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","7","","","","5.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/08 11:30PM","10/09 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","0","","3","","","","363.90","USD","0","","","","","","",""
"AF11, AF1004","JFK","FCO","delta","11/05 1:00AM","11/05 10:45PM","945","1","Boeing 777-300ER, Airbus A320","CDG","48900","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","11/05 8:45PM","11/06 11:00AM","495","0","Airbus A330-300","","39600","","9","","","","5.60","USD","135900","","8","","","","5.60","USD","0","","4","","","","5.60","USD","0","","","","","","",""
"DL2443, DL206","JFK","FCO","delta","10/29 4:50PM","10/30 9:35AM","705","1","Airbus A319, Airbus A330-300","DTW","39200","","9","","","","5.60","USD","0","","","","","","","","0","","6","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/13 6:30PM","10/14 11:25AM","655","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","40000","","7","","","","248.50","USD","150500","","3","","","","363.90","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","10/29 10:20PM","10/30 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","26000","","5","","","","167.90","USD","0","","9","","","","260.10","USD","0","","7","","","","375.50","USD","0","","","","","","",""
"DL2342, DL214","JFK","FCO","delta","11/05 12:25PM","11/06 8:15AM","830","1","Boeing 737-900, Airbus A330-900neo","ATL","39600","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","10/29 6:00PM","10/30 11:55AM","775","1","Boeing 787-9, Boeing 737-900","AMS","35500","","2","","","","167.90","USD","0","","9","","","","260.10","USD","0","","8","","","","375.50","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","etihad","10/28 5:30PM","10/29 9:20AM","650","1","Boeing 777-300ER, Airbus A320","CDG","57000","","9","","","","80.50","USD","0","","","","","","","","99999","","2","","","","80.50","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","delta","10/12 11:30PM","10/13 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","42900","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","11/02 1:00AM","11/02 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","25000","","5","","","","156.30","USD","0","","3","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/08 5:30PM","10/09 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","26000","","9","","","","156.30","USD","0","","6","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","11/02 9:20PM","11/03 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","98000","","9","","","","167.90","USD","90000","","8","","","","260.10","USD","0","","2","","","","375.50","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","flyingblue","11/01 4:30PM","11/02 8:55AM","625","1","Boeing 777-300ER, Airbus A320","CDG","35500","","9","","","","157.10","USD","0","","9","","","","250.00","USD","0","","9","","","","366.10","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","delta","10/13 11:30PM","10/14 4:35PM","665","1","Boeing 777-300ER, 318","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/14 11:30PM","10/15 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.30","USD","40000","","2","","","","248.50","USD","0","","5","","","","363.90","USD","0","","","","","","",""
"DL2414, DL302","JFK","FCO","delta","11/03 11:25AM","11/04 10:15AM","1010","1","Airbus A220, Airbus A330-200","MSP","34700","","9","","","","5.60","USD","0","","","","","","","","0","","2","","","","5.60","USD","0","","","","","","",""
"AF11, AF1004","JFK","FCO","delta","10/26 2:00AM","10/26 10:45PM","945","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","11/05 5:00PM","11/06 9:05AM","605","1","Boeing 787-9, Airbus A321neo","AMS","25500","","8","","","","169.00","USD","0","","9","","","","261.89","USD","0","","5","","","","378.10","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","11/01 5:25PM","11/02 7:45AM","500","0","Airbus A330-300","","34700","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","11/03 4:30PM","11/04 11:30AM","780","1","Boeing 777-300ER, Airbus A320","CDG","58000","","4","","","","156.19","USD","90500","","9","","","","248.40","USD","0","","6","","","","363.70","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/26 6:30PM","10/27 11:30AM","720","1","Boeing 777-300ER, Airbus A320","CDG","41500","","5","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","2","","","","363.90","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","11/02 6:30PM","11/03 11:30AM","660","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","90000","","4","","","","248.50","USD","0","","2","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/27 6:30PM","10/28 11:30AM","720","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","0","","","","","","","","150500","","8","","","","363.90","USD","0","","","","","","",""
"DL2443, DL206","JFK","FCO","delta","10/19 4:50PM","10/20 11:00AM","730","1","Airbus A319, Airbus A330-300","DTW","29900","","9","","","","5.60","USD","0","","","","","","","","0","","2","","","","5.60","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/25 9:45PM","10/26 11:00AM","495","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","8","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/21 4:40PM","10/22 9:35AM","655","1","Boeing 787-10, Airbus A321neo","AMS","18750","","9","","","","169.00","USD","89500","","4","","","","261.89","USD","140000","","2","","","","378.10","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/08 5:30PM","10/09 7:55AM","505","0","Airbus A330-300","","39600","","9","","","","5.60","USD","0","","9","","","","5.60","USD","0","","7","","","","5.60","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/08 1:00AM","10/08 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","8","","","","248.50","USD","0","","7","","","","363.90","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/11 4:40PM","10/12 9:35AM","655","1","Boeing 787-10, Airbus A321neo","AMS","18750","","9","","","","167.90","USD","90000","","9","","","","260.10","USD","0","","8","","","","375.50","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","flyingblue","10/15 11:30PM","10/16 4:35PM","665","1","Boeing 777-300ER, Airbus A220","CDG","0","","","","","","","","40000","","2","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","delta","10/28 12:30AM","10/28 5:25PM","715","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/20 4:30PM","10/21 11:25AM","775","1","Boeing 777-200, Airbus A320","CDG","25000","","9","","","","156.19","USD","40000","","2","","","","248.40","USD","0","","8","","","","363.70","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/13 5:30PM","10/14 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","90000","","9","","","","248.50","USD","150500","","4","","","","363.90","USD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","flyingblue","10/14 1:00AM","10/14 7:05PM","725","1","Airbus A350-900, Airbus A220","CDG","18750","","6","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","8","","","","363.90","USD","0","","","","","","",""
"DL2227, DL214","JFK","FCO","delta","10/11 8:40AM","10/12 7:35AM","1015","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","2","","","","5.60","USD","0","","","","","","",""
"DL2342, DL66","JFK","FCO","delta","11/03 12:25PM","11/04 11:20AM","1015","1","Boeing 737-900, Airbus A330-900neo","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/11 5:30PM","10/12 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","26000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"DL2751, DL206","JFK","FCO","delta","10/22 12:59PM","10/23 11:00AM","961","1","Airbus A319, Airbus A330-300","DTW","34000","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"DL1029, DL214","JFK","FCO","delta","10/27 10:10AM","10/28 8:15AM","1025","1","Boeing 737-900, Airbus A330-900neo","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","11/04 6:30PM","11/05 11:45AM","675","1","Boeing 777-300ER, Airbus A320","CDG","35500","","2","","","","157.19","USD","89500","","9","","","","250.10","USD","0","","9","","","","366.30","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/22 5:30PM","10/23 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","25500","","9","","","","157.19","USD","0","","3","","","","250.10","USD","0","","6","","","","366.30","USD","0","","","","","","",""
"LX23, AZ575","JFK","FCO","aeroplan","10/27 8:35PM","10/28 1:10PM","695","1","Airbus A330-300, Airbus A220","GVA","0","","","","","","","","0","","","","","","","","75000","","3","","","","126.90","CAD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/14 5:30PM","10/15 11:25AM","715","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","90000","","2","","","","248.50","USD","0","","2","","","","363.90","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","11/02 8:45PM","11/03 11:00AM","495","0","Airbus A330-300","","47700","","9","","","","5.60","USD","132500","","7","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/21 5:30PM","10/22 7:55AM","505","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","4","","","","5.60","USD","0","","7","","","","5.60","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","flyingblue","10/11 11:30PM","10/12 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","18750","","9","","","","156.30","USD","40000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","flyingblue","10/18 11:30PM","10/19 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.19","USD","40000","","9","","","","248.40","USD","0","","9","","","","363.70","USD","0","","","","","","",""
"AF11, AF1004","JFK","FCO","delta","10/27 2:00AM","10/27 10:45PM","945","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF11, AF1604","JFK","FCO","flyingblue","10/15 1:00AM","10/15 5:30PM","630","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","9","","","","248.50","USD","0","","4","","","","363.90","USD","0","","","","","","",""
"AF11, AF1004","JFK","FCO","delta","10/28 2:00AM","10/28 10:45PM","945","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","11/03 5:00PM","11/04 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","98000","","9","","","","167.80","USD","0","","9","","","","260.00","USD","0","","9","","","","375.30","USD","0","","","","","","",""
"DL2342, DL66","JFK","FCO","delta","10/22 1:10PM","10/23 10:50AM","940","1","Boeing 737-900, Airbus A330-900neo","ATL","34000","","9","","","","5.60","USD","0","","","","","","","","0","","3","","","","5.60","USD","0","","","","","","",""
"AF7, AF1504","JFK","FCO","flyingblue","10/08 9:30PM","10/09 2:25PM","655","1","Boeing 777-300ER, Airbus A320","CDG","25000","","9","","","","156.30","USD","0","","6","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"DL2342, DL66","JFK","FCO","delta","10/18 1:10PM","10/19 10:50AM","940","1","Boeing 737-900, Airbus A330-900neo","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/27 6:00PM","10/28 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","25000","","9","","","","167.90","USD","90000","","8","","","","260.10","USD","150500","","3","","","","375.50","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","delta","10/20 11:30PM","10/21 4:35PM","665","1","Boeing 777-300ER, 318","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF9, AF1304","JFK","FCO","delta","10/26 12:30AM","10/26 5:25PM","715","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","10/26 6:00PM","10/27 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","26000","","9","","","","167.90","USD","90000","","5","","","","260.10","USD","0","","9","","","","375.50","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","delta","10/29 2:00AM","10/29 5:25PM","625","1","Boeing 777-300ER, Airbus A320","CDG","42000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF9, AF1604","JFK","FCO","flyingblue","10/20 11:30PM","10/21 5:30PM","720","1","Boeing 777-300ER, Airbus A220","CDG","25000","","9","","","","156.19","USD","40000","","9","","","","248.40","USD","151000","","7","","","","363.70","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","10/27 7:30PM","10/28 11:30AM","660","1","Boeing 777-300ER, Airbus A320","CDG","30500","","7","","","","156.30","USD","90000","","9","","","","248.50","USD","150500","","9","","","","363.90","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/21 5:30PM","10/22 11:25AM","715","1","Boeing 777-300ER, Airbus A321","CDG","25500","","9","","","","157.19","USD","0","","","","","","","","0","","9","","","","366.30","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","11/03 6:30PM","11/04 11:30AM","660","1","Boeing 777-300ER, Airbus A320","CDG","58000","","4","","","","156.19","USD","90500","","7","","","","248.40","USD","0","","4","","","","363.70","USD","0","","","","","","",""
"AF7, AF1504","JFK","FCO","flyingblue","11/02 9:30PM","11/03 3:00PM","690","1","Boeing 777-300ER, Airbus A320","CDG","58000","","2","","","","156.30","USD","90000","","6","","","","248.50","USD","0","","5","","","","363.90","USD","0","","","","","","",""
"KL642, KL1603","JFK","FCO","flyingblue","11/03 5:00PM","11/04 11:55AM","775","1","Boeing 787-10, Boeing 737-900","AMS","98000","","9","","","","167.80","USD","0","","9","","","","260.00","USD","0","","9","","","","375.30","USD","0","","","","","","",""
"DL230","JFK","FCO","delta","10/28 9:45PM","10/29 11:00AM","495","0","Airbus A330-300","","29900","","9","","","","5.60","USD","119500","","8","","","","5.60","USD","0","","9","","","","5.60","USD","0","","","","","","",""
"KL644, KL1605","JFK","FCO","flyingblue","10/26 10:20PM","10/27 4:20PM","780","1","Boeing 787-10, Airbus A321neo","AMS","28000","","4","","","","167.90","USD","90000","","9","","","","260.10","USD","150500","","2","","","","375.50","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","flyingblue","10/29 5:30PM","10/30 9:20AM","650","1","Boeing 777-300ER, Airbus A320","CDG","35500","","5","","","","156.30","USD","0","","9","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"KL642, KL1601","JFK","FCO","flyingblue","11/02 5:00PM","11/03 9:05AM","605","1","Boeing 787-10, Airbus A321neo","AMS","48500","","9","","","","167.90","USD","90000","","4","","","","260.10","USD","0","","7","","","","375.50","USD","0","","","","","","",""
"AF3, AF1104","JFK","FCO","flyingblue","10/28 6:30PM","10/29 11:30AM","720","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","90000","","6","","","","248.50","USD","0","","9","","","","363.90","USD","0","","","","","","",""
"AF1, AF1204","JFK","FCO","etihad","11/03 4:30PM","11/04 9:20AM","650","1","Boeing 777-300ER, Airbus A320","CDG","0","","","","","","","","0","","","","","","","","99999","","5","","","","80.50","USD","0","","","","","","",""
"AC8553, AC890","JFK","FCO","aeroplan","11/02 9:45AM","11/03 8:55AM","1030","1","Embraer E175, Boeing 777-300ER","YYZ","38500","","4","","","","51.70","CAD","0","","","","","","","","0","","9","","","","51.70","CAD","0","","","","","","",""
"AF11, AF1404","JFK","FCO","delta","10/28 2:00AM","10/28 7:45PM","765","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF7, AF1504","JFK","FCO","flyingblue","11/01 9:30PM","11/02 3:15PM","705","1","Boeing 777-300ER, Airbus A320","CDG","41000","","3","","","","157.10","USD","0","","9","","","","250.00","USD","0","","9","","","","366.10","USD","0","","","","","","",""
"AF7, AF1504","JFK","FCO","flyingblue","10/20 9:30PM","10/21 2:25PM","655","1","Boeing 777-300ER, Airbus A318","CDG","25000","","9","","","","156.19","USD","90500","","9","","","","248.40","USD","0","","6","","","","363.70","USD","0","","","","","","",""
"DL182","JFK","FCO","delta","10/26 6:20PM","10/27 7:45AM","505","0","Airbus A330-300","","41400","","9","","","","5.60","USD","0","","3","","","","5.60","USD","0","","4","","","","5.60","USD","0","","","","","","",""
"AF7, AF1304","JFK","FCO","delta","10/27 10:30PM","10/28 5:25PM","835","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"AF1, AF1104","JFK","FCO","flyingblue","10/28 5:30PM","10/29 11:30AM","780","1","Boeing 777-300ER, Airbus A320","CDG","35500","","8","","","","156.30","USD","90000","","6","","","","248.50","USD","0","","4","","","","363.90","USD","0","","","","","","",""
"DL2293, DL298","JFK","FCO","delta","10/11 5:40PM","10/12 12:40PM","780","1","Boeing 737-900, Airbus A350-900","ATL","34700","","9","","","","5.60","USD","0","","","","","","","","0","","3","","","","5.60","USD","0","","","","","","",""
"DL2751, DL206","JFK","FCO","delta","10/20 12:59PM","10/21 11:00AM","961","1","Airbus A319, Airbus A330-300","DTW","29900","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"AF11, AF1604","JFK","FCO","flyingblue","10/11 1:00AM","10/11 5:30PM","630","1","Airbus A350-900, Airbus A220","CDG","25000","","9","","","","156.30","USD","90000","","8","","","","248.50","USD","150500","","5","","","","363.90","USD","0","","","","","","",""
"DL5804, DL112","JFK","FCO","delta","11/04 12:30PM","11/05 8:45AM","855","1","Embraer E175, Airbus A330-300","BOS","34700","","9","","","","5.60","USD","0","","","","","","","","0","","6","","","","5.60","USD","0","","","","","","",""
"DL2342, DL66","JFK","FCO","delta","10/21 1:10PM","10/22 10:50AM","940","1","Boeing 737-900, Airbus A330-900neo","ATL","29900","","9","","","","5.60","USD","0","","","","","","","","0","","9","","","","5.60","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","flyingblue","10/28 2:00AM","10/28 6:25PM","685","1","Boeing 777-300ER, Airbus A320","CDG","25000","","6","","","","156.30","USD","90000","","9","","","","248.50","USD","141500","","6","","","","363.90","USD","0","","","","","","",""
"AF11, AF1304","JFK","FCO","delta","10/26 2:00AM","10/26 5:25PM","625","1","Boeing 777-300ER, Airbus A320","CDG","37000","","9","","","","24.60","USD","0","","","","","","","","0","","9","","","","24.60","USD","0","","","","","","",""
"DL5595, DL112","JFK","FCO","delta","11/04 2:00PM","11/05 8:45AM","765","1","Embraer E175, Airbus A330-300","BOS","34700","","9","","","","5.60","USD","0","","","","","","","","0","","5","","","","5.60","USD","0","","","","","","",""
"AF5, AF1104","JFK","FCO","flyingblue","11/01 6:30PM","11/02 11:45AM","675","1","Boeing 777-300ER, Airbus A320","CDG","48000","","3","","","","157.10","USD","0","","9","","","","250.00","USD","0","","9","","","","366.10","USD","0","","","","","","",""
"FI614, FI930","JFK","FCO","jetblue","11/05 7:25PM","11/06 2:00PM","755","1","","KEF","0","","","","","","","","0","","","","","","","","143100","","5","","","","152.90","USD","0","","","","","","",""